2651.70287 15.404 0.006
2654.65512 15.413 0.006
2656.73338 15.413 0.006
2658.72299 15.425 0.006
2661.73452 15.443 0.006
2663.63820 15.449 0.006
2665.66775 15.459 0.006
2667.62865 15.477 0.006
2669.67484 15.508 0.006
2671.60385 15.501 0.006
2673.60776 15.532 0.006
2675.60577 15.539 0.006
2677.60363 15.568 0.006
2679.63056 15.577 0.006
2681.65238 15.591 0.006
2685.59210 15.612 0.007
2690.54628 15.671 0.007
2694.54403 15.667 0.006
2698.60585 15.696 0.007
2704.58842 15.711 0.006
2711.54359 15.757 0.007
2731.49777 16.047 0.008
2879.89061 15.068 0.006
2884.83649 15.033 0.006
2888.86920 15.020 0.006
2893.86054 15.007 0.006
2897.82218 14.994 0.006
2903.86812 14.968 0.006
2906.81680 14.946 0.006
2910.78988 14.937 0.006
2915.79385 14.956 0.006
2921.79574 14.942 0.006
2924.88545 14.961 0.006
2929.88317 14.976 0.006
2932.85125 14.992 0.006
2941.82801 15.058 0.006
2943.70242 15.068 0.006
2946.72914 15.104 0.006
2949.71280 15.130 0.006
2952.70374 15.162 0.006
2955.76537 15.210 0.006
2957.69792 15.230 0.006
2963.70558 15.307 0.006
2966.67107 15.359 0.006
2968.83411 15.369 0.006
2971.84626 15.404 0.006
2975.64522 15.455 0.006
2979.76791 15.504 0.006
2983.67559 15.548 0.006
2985.85661 15.566 0.006
2988.62048 15.609 0.006
2990.81169 15.629 0.006
2994.73806 15.687 0.006
2997.62282 15.716 0.006
2999.64061 15.756 0.007
3001.61852 15.785 0.006
3003.64750 15.810 0.007
3005.67690 15.847 0.008
3007.62950 15.877 0.007
3009.62731 15.911 0.007
3011.65954 15.938 0.007
3013.63502 15.962 0.007
3016.63549 16.023 0.007
3018.62064 16.083 0.008
3020.66176 16.106 0.007
3022.69375 16.153 0.007
3024.67582 16.193 0.008
3026.64491 16.228 0.007
3028.65032 16.272 0.008
3030.68564 16.315 0.008
3032.78938 16.347 0.008
3035.61399 16.411 0.008
3037.62076 16.458 0.009
3040.61831 16.519 0.010
3042.58011 16.566 0.011
3045.58896 16.634 0.009
3047.54081 16.670 0.011
3049.54631 16.710 0.010
3051.53994 16.726 0.010
3053.53693 16.781 0.010
3055.53519 16.820 0.010
3057.53509 16.848 0.010
3059.53319 16.854 0.010
3060.52678 16.866 0.011
3061.52786 16.896 0.011
3064.54033 16.911 0.012
3067.53793 16.933 0.011
3069.52223 16.943 0.012
3072.51668 16.922 0.013
3075.52191 16.951 0.013
3077.60707 16.953 0.013
3081.59832 16.940 0.011
3083.60543 16.947 0.012
3086.54274 16.948 0.014
3089.52865 16.951 0.011
3092.51130 16.944 0.015
3098.50837 16.950 0.014
3101.52985 16.918 0.013
3104.50133 16.948 0.013
3108.49835 16.918 0.012
3112.49371 16.891 0.012
3115.52042 16.848 0.012
3123.49930 16.704 0.013
3133.47305 16.524 0.011
3230.87170 16.009 0.007
3246.88751 16.173 0.008
3254.87525 16.286 0.008
3261.90806 16.412 0.009
3272.88772 16.616 0.010
3275.88665 16.659 0.011
3280.88613 16.760 0.010
3283.82643 16.807 0.009
3289.73936 16.900 0.011
3294.74600 16.955 0.011
3296.69446 17.026 0.010
3298.77553 17.066 0.010
3300.83141 17.103 0.010
3303.73867 17.168 0.014
3306.74013 17.217 0.013
3308.75675 17.238 0.015
3310.78926 17.248 0.014
3314.71049 17.363 0.018
3321.63099 17.498 0.016
3328.84027 17.550 0.014
3335.85051 17.652 0.023
3340.82968 17.713 0.020
3349.65243 17.776 0.019
3353.64526 17.707 0.016
3356.63893 17.714 0.016
3360.65214 17.740 0.018
3369.67075 17.738 0.018
3377.63180 17.761 0.016
3381.63040 17.743 0.018
3386.64218 17.714 0.014
3390.64521 17.711 0.018
3395.75524 17.682 0.026
3398.62275 17.624 0.020
3400.60826 17.612 0.021
3403.61701 17.530 0.019
3406.54646 17.550 0.015
3410.56994 17.465 0.013
3415.55000 17.390 0.014
3421.61536 17.257 0.012
3429.56747 17.025 0.012
3434.55552 16.848 0.009
3442.52732 16.632 0.009
3450.52911 16.379 0.008
3569.93897 16.880 0.012
3592.89121 17.475 0.012
3608.89803 17.795 0.018
3614.88087 17.910 0.019
3621.91332 17.909 0.022
3628.89275 17.940 0.023
3633.76384 17.939 0.030
3639.76950 17.984 0.019
3641.76336 18.017 0.021
3646.82441 17.915 0.024
3652.87606 17.906 0.019
3656.81465 17.877 0.019
3661.75001 17.800 0.023
3665.75337 17.817 0.021
3671.71928 17.704 0.018
3674.84139 17.619 0.015
3683.75719 17.551 0.013
3686.80326 17.551 0.014
3689.72019 17.469 0.014
3692.64178 17.452 0.018
3695.70726 17.437 0.016
3698.65944 17.440 0.019
3700.70436 17.379 0.012
3702.79195 17.400 0.012
3705.69627 17.382 0.013
3707.67402 17.306 0.014
3713.63558 17.310 0.013
3716.71009 17.277 0.015
3720.65652 17.217 0.012
3724.71314 17.160 0.012
3727.62202 17.131 0.014
3731.62363 17.047 0.010
3736.63425 16.877 0.009
3739.60890 16.792 0.010
3742.65949 16.648 0.010
3745.74820 16.519 0.008
3748.60847 16.421 0.010
3750.63439 16.357 0.008
3752.58905 16.298 0.008
3755.60086 16.225 0.007
3758.60550 16.157 0.007
3760.74033 16.088 0.007
3762.61762 16.086 0.007
3766.59910 16.039 0.006
3769.60010 16.018 0.007
3772.62470 15.986 0.006
3775.59595 15.955 0.007
3778.59666 15.936 0.007
3781.60772 15.953 0.007
3785.58031 15.975 0.007
3790.54911 15.989 0.007
3796.58951 16.043 0.007
3804.52532 16.138 0.008
3816.53053 16.222 0.008
3935.92077 17.346 0.013
3960.87483 17.077 0.012
3967.90420 17.007 0.010
3973.89965 16.899 0.009
3979.88360 16.855 0.010
3987.82976 16.785 0.010
3994.88239 16.654 0.009
4004.76475 16.433 0.007
4008.71976 16.320 0.007
4011.88283 16.237 0.007
4016.89145 16.058 0.008
4021.83984 15.880 0.006
4025.85009 15.760 0.006
4028.76008 15.674 0.006
4030.83178 15.610 0.006
4037.73140 15.485 0.006
4040.72631 15.442 0.006
4042.74267 15.415 0.006
4045.84198 15.385 0.006
4048.70564 15.337 0.006
4050.77837 15.316 0.006
4053.74786 15.300 0.006
4055.69758 15.294 0.006
4057.67643 15.284 0.006
4060.61545 15.250 0.006
4065.63291 15.212 0.006
4068.64862 15.189 0.006
4070.64505 15.184 0.006
4073.80443 15.185 0.006
4077.65778 15.198 0.006
4080.64059 15.173 0.006
4084.67137 15.157 0.006
4092.74815 15.172 0.006
4100.80841 15.207 0.006
4104.71323 15.254 0.006
4107.65080 15.280 0.006
4117.61635 15.396 0.006
4121.61729 15.438 0.006
4123.59412 15.457 0.006
4125.70543 15.500 0.006
4129.67794 15.556 0.006
4144.55873 15.850 0.007
4153.53287 16.061 0.008
4161.57086 16.212 0.009
4176.51238 16.461 0.009
4345.83975 15.374 0.006
4349.90081 15.351 0.006
4355.81486 15.339 0.006
4361.80059 15.353 0.006
4364.78472 15.357 0.006
4368.88403 15.377 0.006
4371.74756 15.390 0.006
4376.76683 15.421 0.006
4379.77253 15.444 0.006
4383.77738 15.474 0.006
4391.87797 15.570 0.006
4397.74964 15.636 0.006
4402.82818 15.707 0.006
4406.77850 15.767 0.007
4409.84762 15.800 0.006
4416.71482 15.906 0.007
4420.82734 15.974 0.007
4424.84705 16.018 0.008
4428.82550 16.089 0.008
4431.75032 16.146 0.009
4435.72017 16.178 0.009
4438.84814 16.232 0.009
4441.81829 16.261 0.009
4444.66080 16.311 0.009
4450.67444 16.421 0.010
4453.65921 16.466 0.009
4456.66191 16.525 0.010
4458.64633 16.550 0.011
4462.66098 16.623 0.010
4467.64307 16.708 0.010
4471.63150 16.769 0.009
4474.81559 16.832 0.011
4478.67071 16.868 0.011
4482.69552 16.929 0.011
4485.67726 16.958 0.012
4487.67422 16.987 0.013
4492.73871 17.006 0.013
4497.66679 17.061 0.012
4499.68920 17.102 0.013
4502.60814 17.088 0.012
4507.58414 17.089 0.012
4509.57724 17.101 0.014
4515.54387 17.094 0.018
4520.53790 17.109 0.016
4523.55630 17.092 0.013
4525.52848 17.105 0.013
4531.52560 17.087 0.014
4537.51941 17.098 0.013
4540.51801 17.141 0.018
4543.60767 17.160 0.018
4547.51285 17.129 0.016
4556.51150 17.103 0.014
4561.51492 17.142 0.013
4570.49559 17.067 0.015
4581.49157 16.959 0.015
4690.87637 16.230 0.008
4702.89005 16.381 0.009
4715.86010 16.552 0.010
4721.83708 16.640 0.010
4726.75899 16.708 0.010
4730.89810 16.751 0.009
4743.81154 16.862 0.010
4750.81772 16.925 0.011
4755.83651 16.914 0.012
4758.87531 16.933 0.011
4762.73082 16.959 0.011
4768.70878 16.947 0.011
4771.75049 16.958 0.010
4773.84258 16.976 0.012
4776.78436 16.991 0.014
4779.75547 16.974 0.010
4783.68712 17.021 0.012
4787.70321 17.070 0.018
4789.84785 17.074 0.011
4792.72756 17.120 0.012
4795.67846 17.136 0.012
4799.67605 17.218 0.014
4802.68382 17.181 0.013
4805.63190 17.243 0.013
4807.66086 17.235 0.016
4810.64750 17.217 0.012
4813.64273 17.245 0.015
4815.65599 17.244 0.014
4817.66205 17.277 0.013
4819.65437 17.259 0.013
4821.69118 17.236 0.011
4825.70688 17.239 0.013
4831.75165 17.208 0.011
4834.67207 17.189 0.013
4836.68178 17.147 0.013
4838.67578 17.120 0.012
4841.66944 17.128 0.013
4843.67056 17.104 0.012
4845.68490 17.061 0.013
4847.70133 16.996 0.013
4849.69407 17.021 0.013
4853.69904 16.947 0.011
4855.68656 16.950 0.012
4863.61504 16.803 0.009
4867.63442 16.728 0.009
4869.57576 16.679 0.010
4871.61386 16.652 0.010
4873.60939 16.615 0.009
4875.54272 16.547 0.009
4879.60375 16.468 0.008
4882.59993 16.388 0.009
4883.68964 16.332 0.009
4887.55480 16.218 0.007
4899.63901 15.926 0.007
4903.59441 15.863 0.007
4913.55520 15.794 0.007
4917.54258 15.741 0.006
4921.53956 15.721 0.006
4927.53543 15.730 0.007
4931.54292 15.720 0.007
4935.50944 15.713 0.006
4939.51654 15.720 0.006
4944.52893 15.778 0.006
4950.50919 15.827 0.008
